time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.215000,1.8645,2.3366,4.7294,5.595
2.216000,2.0933,2.1707,5.1054,5.929
2.220000,2.0292,2.3511,5.4804,6.299
2.226000,1.8649,2.6584,5.5532,6.433
2.229000,1.8103,2.8700,5.5545,6.509
2.235000,2.0633,3.0176,5.5483,6.644
2.240000,2.4058,3.2011,5.5863,6.873
2.245000,2.5264,3.3818,5.6602,7.061
2.249000,2.5347,3.5579,5.7662,7.234
2.255000,2.4250,3.7837,5.8136,7.348
2.261000,2.3595,4.0072,5.8398,7.465
2.264000,2.2422,4.1808,5.9567,7.615
2.269000,1.9538,4.4362,6.1072,7.797
2.273000,1.5759,4.7214,6.2724,8.007
2.282000,1.3408,5.0369,6.4029,8.256
2.284000,1.1461,5.3585,6.4899,8.494
2.288000,0.9850,5.6363,6.5563,8.702
2.294000,0.8223,5.9038,6.5622,8.865
2.298000,0.7465,6.1174,6.5539,8.996
2.303000,0.6743,6.2914,6.5963,9.140
2.307000,0.6079,6.4388,6.5411,9.199
2.313000,0.5186,6.5930,6.4101,9.210
2.317000,0.4132,6.8153,6.2890,9.283
2.322000,0.2706,7.0099,6.1066,9.301
2.327000,0.2910,7.0930,5.9555,9.266
2.332000,0.3592,7.1417,5.9399,9.296
2.337000,0.4242,7.2576,5.9059,9.367
2.342000,0.4240,7.4885,5.8251,9.497
2.347000,0.4154,7.7194,5.7303,9.623
2.353000,0.2878,7.9383,5.7661,9.816
2.356000,0.1395,8.1524,5.8298,10.023
2.362000,-0.0344,8.4447,5.8310,10.262
2.367000,-0.1613,8.7336,5.6613,10.409
2.371000,0.0096,8.7632,5.5289,10.362
2.384000,0.3763,8.5858,5.7237,10.326
2.387000,0.5968,8.4882,6.0350,10.432
2.388000,0.6661,8.5268,6.1542,10.537
2.391000,0.7277,8.6447,6.1578,10.639
2.410000,0.7435,8.7081,6.1010,10.659
2.411000,0.7350,8.6980,6.0341,10.612
2.412000,0.7120,8.6766,5.9860,10.565
2.413000,0.7462,8.6128,5.9999,10.523
2.414000,0.7611,8.5568,6.0016,10.479
2.419000,0.7354,8.4827,6.0129,10.424
2.423000,0.7696,8.3575,5.9570,10.292
2.429000,0.7897,8.2484,5.9607,10.207
2.434000,0.7693,8.1629,5.9283,10.118
2.438000,0.7398,8.0415,5.8886,9.994
2.446000,0.7372,7.9297,5.9039,9.914
2.448000,0.7952,7.7944,5.9360,9.830
2.453000,0.8682,7.6766,5.9442,9.748
2.458000,0.9565,7.5499,5.9141,9.638
2.467000,0.9856,7.4240,5.8575,9.508
2.474000,1.0039,7.3113,5.8272,9.403
2.500000,1.0566,7.1971,5.7609,9.279
2.501000,1.1607,7.0743,5.7164,9.169
2.502000,1.2997,6.9480,5.6891,9.074
2.502000,1.4662,6.8345,5.6142,8.965
2.503000,1.6893,6.7654,5.5259,8.897
2.504000,1.9734,6.7187,5.3949,8.840
2.506000,2.2706,6.7224,5.1950,8.794
2.507000,2.5881,6.6758,4.9788,8.721
2.511000,2.9090,6.6264,4.7078,8.633
2.516000,3.1470,6.6165,4.3624,8.527
2.521000,3.3168,6.6152,4.0600,8.441
2.527000,3.5688,6.5765,3.8263,8.404
2.531000,3.7982,6.4835,3.6282,8.344
2.536000,3.8952,6.3602,3.4323,8.210
2.540000,3.9461,6.2375,3.2524,8.066
2.546000,3.9729,6.0998,3.0298,7.885
2.551000,3.9709,5.9587,2.8236,7.697
2.556000,3.9357,5.8291,2.7036,7.535
2.566000,3.9035,5.7305,2.5650,7.393
2.568000,3.8722,5.6539,2.4105,7.264
2.570000,3.9326,5.5847,2.2544,7.193
2.591000,4.0876,5.4927,2.1075,7.164
2.594000,4.3754,5.4467,1.9581,7.256
2.595000,4.7218,5.3625,1.8087,7.370
2.597000,5.1055,5.1777,1.6695,7.461
2.598000,5.5622,4.9653,1.5284,7.611
2.599000,5.9895,4.7288,1.3387,7.748
2.603000,6.4544,4.4914,1.1075,7.941
2.608000,6.8754,4.2962,0.8678,8.154
2.613000,7.2551,4.1222,0.6506,8.370
2.618000,7.5839,3.9501,0.4983,8.565
2.623000,7.8573,3.7917,0.3668,8.732
2.630000,8.0156,3.6206,0.1724,8.797
2.633000,8.1378,3.4182,-0.0058,8.827
2.637000,8.1835,3.2495,-0.1670,8.807
2.642000,8.2268,3.1026,-0.3655,8.800
